Time,CPU(%),RAM(%),GPU0_Util(%),GPU0_Mem(MB),GPU1_Util(%),GPU1_Mem(MB),GPU2_Util(%),GPU2_Mem(MB),GPU3_Util(%),GPU3_Mem(MB),GPU4_Util(%),GPU4_Mem(MB),GPU5_Util(%),GPU5_Mem(MB),GPU6_Util(%),GPU6_Mem(MB),GPU7_Util(%),GPU7_Mem(MB)
[2025-06-28 00:48:26],5.1,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:48:28],4.3,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:48:31],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:48:35],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:48:39],5.3,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:48:40],4.9,10.4,100,70023,96,70119,100,70119,100,70121,100,70119,100,70119,95,70119,100,69639
[2025-06-28 00:48:44],4.4,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:48:47],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:48:51],4.8,10.5,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:48:54],5.1,10.4,100,70023,99,70119,90,70119,99,70121,100,70119,100,70119,99,70119,100,69639
[2025-06-28 00:48:57],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:00],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:03],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:06],4.5,10.4,99,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:09],4.4,10.4,99,70023,100,70119,99,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:12],4.9,10.4,100,70023,100,70119,99,70119,100,70121,100,70119,100,70119,90,70119,100,69639
[2025-06-28 00:49:15],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:18],4.4,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:21],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:24],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:26],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:29],4.4,10.5,98,70023,100,70119,86,70119,99,70121,100,70119,100,70119,97,70119,100,69639
[2025-06-28 00:49:32],4.7,10.5,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:36],4.5,10.4,99,70023,100,70119,88,70119,100,70121,100,70119,100,70119,99,70119,100,69639
[2025-06-28 00:49:39],5.1,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:42],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:45],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:49],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:52],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:56],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:49:59],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:02],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:06],4.5,10.4,96,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:10],4.5,10.4,99,70023,99,70119,100,70119,94,70121,90,70119,100,70119,99,70119,100,69639
[2025-06-28 00:50:13],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:17],4.8,10.4,100,70023,100,70119,100,70119,96,70121,100,70119,100,70119,100,70119,98,69639
[2025-06-28 00:50:20],4.6,10.4,100,70023,100,70119,100,70119,90,70121,100,70119,100,70119,98,70119,98,69639
[2025-06-28 00:50:23],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:26],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:29],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:33],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:36],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:40],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:43],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,99,69639
[2025-06-28 00:50:46],4.6,10.4,99,70023,99,70119,96,70119,93,70121,100,70119,100,70119,89,70119,97,69639
[2025-06-28 00:50:50],4.7,10.4,99,70023,100,70119,100,70119,100,70121,88,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:53],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:50:57],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:01],4.8,10.4,99,70023,100,70119,90,70119,100,70121,100,70119,100,70119,99,70119,100,69639
[2025-06-28 00:51:04],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:07],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:11],4.5,10.4,100,70023,100,70119,100,70119,100,70121,85,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:14],4.8,10.4,99,70023,99,70119,94,70119,90,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:17],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,99,70119,100,69639
[2025-06-28 00:51:21],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:24],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,99,69639
[2025-06-28 00:51:27],16.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:30],4.7,10.4,100,70023,100,70119,98,70119,97,70121,99,70119,100,70119,98,70119,98,69639
[2025-06-28 00:51:34],4.8,10.4,100,70023,100,70119,89,70119,100,70121,100,70119,100,70119,99,70119,100,69639
[2025-06-28 00:51:36],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:38],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:41],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:43],4.4,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:51:45],5.2,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:47],4.2,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:49],4.1,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:51],4.2,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:53],4.1,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:55],4.1,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:56],4.6,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:51:58],4.5,10.4,100,70023,92,70119,100,70119,95,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:01],5.1,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:04],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:08],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:12],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:15],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:19],4.4,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:22],5.0,10.4,100,70023,100,70119,99,70119,98,70121,100,70119,100,70119,99,70119,99,69639
[2025-06-28 00:52:25],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:28],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:32],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:35],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,92,70119,100,69639
[2025-06-28 00:52:38],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,99,69639
[2025-06-28 00:52:42],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:45],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:48],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:52],4.6,10.4,99,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:55],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:52:58],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:02],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:05],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:08],4.5,10.4,100,70023,100,70119,99,70119,100,70121,100,70119,100,70119,88,70119,98,69639
[2025-06-28 00:53:12],4.9,10.4,99,70023,99,70119,100,70119,100,70121,99,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:15],4.7,10.4,100,70023,100,70119,100,70119,100,70121,89,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:18],4.6,10.4,99,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:22],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:25],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:28],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:32],4.5,10.4,100,70023,100,70119,100,70119,90,70121,99,70119,100,70119,99,70119,100,69639
[2025-06-28 00:53:35],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:39],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:42],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,98,69639
[2025-06-28 00:53:46],5.1,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:49],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:53:53],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,99,69639
[2025-06-28 00:53:56],4.7,10.4,100,70023,100,70119,100,70119,100,70121,99,70119,100,70119,89,70119,99,69639
[2025-06-28 00:53:59],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:02],4.7,10.4,100,70023,99,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:06],5.0,10.4,100,70023,100,70119,100,70119,100,70121,89,70119,100,70119,98,70119,100,69639
[2025-06-28 00:54:09],5.2,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:13],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:15],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:18],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,99,70119,99,69639
[2025-06-28 00:54:20],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:22],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:25],4.4,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:28],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:31],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:34],4.4,10.4,100,70023,98,70119,100,70119,100,70121,99,70119,100,70119,100,70119,99,69639
[2025-06-28 00:54:37],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:40],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,99,69639
[2025-06-28 00:54:43],5.0,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:46],4.7,10.4,100,70023,99,70119,100,70119,90,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:50],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:54:53],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,87,70119,100,69639
[2025-06-28 00:54:57],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:00],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:03],5.1,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,98,69639
[2025-06-28 00:55:07],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:10],5.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:14],5.0,10.4,100,70023,100,70119,99,70119,100,70121,100,70119,100,70119,98,70119,100,69639
[2025-06-28 00:55:17],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,99,70119,99,69639
[2025-06-28 00:55:21],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:24],4.9,10.4,100,70023,100,70119,100,70119,99,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:27],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:30],19.2,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:34],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:38],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:41],4.7,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:42],5.3,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:44],4.5,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:46],4.4,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:49],4.1,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:51],4.6,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:53],4.4,10.4,0,70023,0,70119,0,70119,0,70121,0,70119,0,70119,0,70119,0,69639
[2025-06-28 00:55:55],4.3,10.4,35,70023,100,70119,59,70119,100,70121,84,70119,100,70119,100,70119,100,69639
[2025-06-28 00:55:58],4.3,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:01],4.5,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:05],4.3,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:09],4.4,10.4,99,70023,99,70119,98,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:12],5.6,10.4,99,70023,99,70119,100,70119,99,70121,100,70119,95,70119,100,70119,99,69639
[2025-06-28 00:56:16],4.8,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:19],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:22],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:26],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:29],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:32],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:35],4.7,10.4,100,70023,100,70119,99,70119,90,70121,100,70119,100,70119,99,70119,99,69639
[2025-06-28 00:56:38],4.8,10.4,100,70023,100,70119,99,70119,100,70121,89,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:41],5.1,10.4,99,70023,98,70119,99,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:44],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:47],4.5,10.4,100,70023,100,70119,100,70119,89,70121,100,70119,100,70119,100,70119,99,69639
[2025-06-28 00:56:50],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:54],5.1,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:56:57],4.6,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,93,70119,100,69639
[2025-06-28 00:57:00],4.5,10.4,99,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:57:03],4.7,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:57:06],4.9,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
[2025-06-28 00:57:09],5.1,10.4,100,70023,100,70119,100,70119,100,70121,100,70119,100,70119,100,70119,100,69639
