Time,CPU(%),RAM(%),GPU0_Util(%),GPU0_Mem(MB),GPU1_Util(%),GPU1_Mem(MB),GPU2_Util(%),GPU2_Mem(MB),GPU3_Util(%),GPU3_Mem(MB),GPU4_Util(%),GPU4_Mem(MB),GPU5_Util(%),GPU5_Mem(MB),GPU6_Util(%),GPU6_Mem(MB),GPU7_Util(%),GPU7_Mem(MB)
[2025-06-29 23:45:26],4.4,10.1,100,73641,100,73737,100,73737,100,73737,100,73737,100,73737,100,73737,100,73257
[2025-06-29 23:45:27],4.4,10.1,100,73641,100,73737,100,73737,100,73737,100,73737,100,73737,100,73737,100,73257
[2025-06-29 23:45:30],4.4,10.1,100,73641,100,73737,100,73737,98,73737,100,73737,100,73737,100,73737,100,73257
[2025-06-29 23:45:31],4.9,10.1,100,73661,100,73757,100,73757,100,73757,100,73757,100,73757,100,73757,100,73277
[2025-06-29 23:45:33],4.3,10.1,100,73681,100,73777,100,73777,100,73777,100,73777,100,73777,100,73777,100,73297
[2025-06-29 23:45:35],4.6,10.1,100,73681,100,73777,100,73777,100,73777,100,73777,99,73777,100,73777,100,73297
[2025-06-29 23:45:36],7.7,10.1,72,73681,99,73777,98,73777,99,73777,99,73777,48,73777,99,73777,99,73297
[2025-06-29 23:45:38],19.5,10.1,100,73681,100,73777,100,73777,100,73777,100,73777,100,73777,100,73777,100,73297
[2025-06-29 23:45:40],4.2,10.1,100,73681,100,73777,100,73777,100,73777,100,73777,100,73777,100,73777,100,73297
[2025-06-29 23:45:41],4.3,10.1,100,73681,100,73777,100,73777,100,73777,100,73777,100,73777,100,73777,100,73297
[2025-06-29 23:45:42],4.2,10.1,100,73681,100,73777,100,73777,100,73777,100,73777,100,73777,100,73777,100,73297
[2025-06-29 23:45:44],4.1,10.1,100,73701,100,73797,100,73797,100,73797,100,73797,100,73797,100,73797,100,73317
[2025-06-29 23:45:47],4.1,10.1,100,73701,100,73797,100,73797,100,73797,100,73797,100,73797,100,73797,100,73317
[2025-06-29 23:45:48],4.0,10.1,100,73701,100,73797,100,73797,100,73797,100,73797,100,73797,100,73797,100,73317
[2025-06-29 23:45:49],4.5,10.1,100,73701,100,73797,100,73797,100,73797,100,73797,100,73797,100,73797,100,73317
[2025-06-29 23:45:52],4.2,10.1,75,73721,63,73817,100,73817,100,73817,77,73817,67,73817,75,73817,75,73337
[2025-06-29 23:45:53],4.3,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:45:54],4.5,10.2,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:45:56],4.1,10.2,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:45:58],5.0,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:00],4.4,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:01],4.5,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:03],4.0,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:04],4.6,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:06],4.4,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:08],4.4,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:09],4.3,10.1,99,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,99,73337
[2025-06-29 23:46:11],4.8,10.1,100,73721,100,73817,100,73817,100,73817,100,73817,100,73817,100,73817,100,73337
[2025-06-29 23:46:14],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:15],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:17],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:19],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:21],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:22],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:24],5.2,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:26],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:27],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:30],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:32],5.1,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:33],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:35],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:37],4.7,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:38],4.6,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:40],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:41],4.1,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:43],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:45],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:47],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:46:48],8.7,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:50],3.8,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:51],7.7,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:53],3.9,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:55],3.7,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:56],3.8,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:58],3.7,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:46:59],4.0,10.1,0,73741,0,73837,0,73837,0,73837,0,73837,0,73837,0,73837,0,73357
[2025-06-29 23:47:01],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:02],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:04],4.2,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:06],4.1,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:07],3.9,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:09],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:11],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,66,73837,100,73837,99,73357
[2025-06-29 23:47:12],4.4,10.1,100,73741,99,73837,100,73837,100,73837,100,73837,90,73837,100,73837,99,73357
[2025-06-29 23:47:14],4.6,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:16],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:17],4.0,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:19],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:21],4.7,10.1,100,73741,99,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:23],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:24],4.7,10.1,68,73741,97,73837,97,73837,97,73837,99,73837,96,73837,99,73837,97,73357
[2025-06-29 23:47:26],4.3,10.1,100,73741,99,73837,100,73837,100,73837,100,73837,87,73837,100,73837,100,73357
[2025-06-29 23:47:27],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:29],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:31],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:33],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:35],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:36],4.6,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:38],4.7,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:40],29.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:42],4.5,10.1,99,73741,100,73837,100,73837,90,73837,99,73837,100,73837,100,73837,99,73357
[2025-06-29 23:47:44],4.4,10.1,100,73741,100,73837,99,73837,100,73837,100,73837,95,73837,100,73837,100,73357
[2025-06-29 23:47:46],4.4,10.1,100,73741,99,73837,100,73837,100,73837,100,73837,93,73837,100,73837,100,73357
[2025-06-29 23:47:48],4.5,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:49],4.6,10.1,100,73741,100,73837,100,73837,99,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:51],4.7,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:53],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:55],4.3,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:57],4.4,10.1,100,73741,100,73837,100,73837,96,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:47:59],4.4,10.1,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:00],5.1,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:02],4.5,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:04],4.0,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:06],4.1,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:07],4.4,10.2,100,73741,99,73837,99,73837,100,73837,100,73837,100,73837,91,73837,100,73357
[2025-06-29 23:48:08],4.2,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:10],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:12],4.2,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:14],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:15],4.2,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:16],4.3,10.2,100,73741,100,73837,100,73837,90,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:19],4.1,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:20],4.0,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:21],4.7,10.2,99,73741,100,73837,100,73837,91,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:23],4.0,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:25],4.3,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:26],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:27],4.2,10.2,100,73741,91,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:29],4.4,10.2,99,73741,98,73837,99,73837,100,73837,99,73837,91,73837,99,73837,100,73357
[2025-06-29 23:48:31],4.2,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:33],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:35],5.1,10.2,100,73741,100,73837,100,73837,99,73837,100,73837,99,73837,100,73837,100,73357
[2025-06-29 23:48:37],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:39],4.5,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:40],4.5,10.2,99,73741,100,73837,100,73837,99,73837,99,73837,92,73837,99,73837,99,73357
[2025-06-29 23:48:42],4.7,10.2,95,73741,100,73837,100,73837,99,73837,99,73837,100,73837,99,73837,99,73357
[2025-06-29 23:48:44],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:46],4.3,10.2,100,73741,100,73837,99,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:48],4.5,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:49],4.9,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:52],4.3,10.2,99,73741,100,73837,100,73837,100,73837,100,73837,91,73837,100,73837,100,73357
[2025-06-29 23:48:53],4.6,10.2,99,73741,100,73837,100,73837,100,73837,92,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:55],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:57],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:48:59],4.3,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:00],4.5,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:02],4.8,10.2,100,73741,99,73837,100,73837,100,73837,100,73837,90,73837,100,73837,100,73357
[2025-06-29 23:49:04],4.5,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:06],4.3,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:08],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:10],4.4,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:12],4.6,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:13],4.8,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:16],4.2,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:17],4.0,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:18],4.7,10.2,100,73741,99,73837,100,73837,100,73837,100,73837,91,73837,100,73837,100,73357
[2025-06-29 23:49:20],4.1,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:22],4.1,10.2,100,73741,100,73837,100,73837,100,73837,100,73837,100,73837,100,73837,100,73357
[2025-06-29 23:49:24],4.1,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:25],4.7,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:27],4.3,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:29],4.1,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:30],4.3,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,94,73857,100,73857,100,73377
[2025-06-29 23:49:32],4.2,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:34],4.0,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:36],4.7,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:37],4.9,10.2,99,73761,98,73857,99,73857,99,73857,100,73857,92,73857,99,73857,99,73377
[2025-06-29 23:49:39],4.3,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:40],8.9,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:42],15.3,10.2,100,73761,100,73857,100,73857,100,73857,100,73857,100,73857,100,73857,100,73377
[2025-06-29 23:49:44],4.4,10.2,97,73781,100,73877,99,73877,99,73877,96,73877,95,73877,99,73877,99,73397
[2025-06-29 23:49:45],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:49:47],4.3,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:49:49],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:49:51],4.5,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,99,73877,100,73397
[2025-06-29 23:49:53],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:49:54],4.4,10.2,100,73781,99,73877,100,73877,100,73877,100,73877,92,73877,100,73877,100,73397
[2025-06-29 23:49:56],4.6,10.2,100,73781,99,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:49:58],5.2,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:00],4.4,10.2,99,73781,99,73877,96,73877,100,73877,99,73877,92,73877,100,73877,100,73397
[2025-06-29 23:50:01],4.9,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:03],4.6,10.2,99,73781,99,73877,100,73877,99,73877,99,73877,91,73877,99,73877,99,73397
[2025-06-29 23:50:05],4.6,10.2,99,73781,100,73877,100,73877,99,73877,99,73877,100,73877,99,73877,98,73397
[2025-06-29 23:50:07],4.3,10.2,99,73781,92,73877,100,73877,99,73877,100,73877,98,73877,100,73877,100,73397
[2025-06-29 23:50:09],4.3,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:11],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:12],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:15],4.9,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:16],4.3,10.2,99,73781,91,73877,100,73877,99,73877,100,73877,99,73877,100,73877,99,73397
[2025-06-29 23:50:18],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:20],4.6,10.2,100,73781,99,73877,99,73877,100,73877,100,73877,92,73877,100,73877,99,73397
[2025-06-29 23:50:22],4.5,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:23],4.4,10.2,91,73781,99,73877,99,73877,99,73877,99,73877,99,73877,99,73877,99,73397
[2025-06-29 23:50:25],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:28],4.4,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:29],4.3,10.2,100,73781,100,73877,100,73877,100,73877,99,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:31],4.3,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:33],4.2,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
[2025-06-29 23:50:34],4.0,10.2,100,73781,99,73877,99,73877,100,73877,99,73877,99,73877,99,73877,100,73397
[2025-06-29 23:50:35],4.4,10.1,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,99,73397
[2025-06-29 23:50:37],4.4,10.2,99,73781,99,73877,99,73877,99,73877,100,73877,99,73877,94,73877,99,73397
[2025-06-29 23:50:39],4.3,10.2,100,73781,100,73877,100,73877,100,73877,100,73877,100,73877,100,73877,100,73397
