Time,CPU(%),RAM(%),GPU0_Util(%),GPU0_Mem(MB),GPU1_Util(%),GPU1_Mem(MB),GPU2_Util(%),GPU2_Mem(MB),GPU3_Util(%),GPU3_Mem(MB),GPU4_Util(%),GPU4_Mem(MB),GPU5_Util(%),GPU5_Mem(MB),GPU6_Util(%),GPU6_Mem(MB),GPU7_Util(%),GPU7_Mem(MB)
[2025-06-29 09:07:14],5.0,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:07:16],4.6,10.0,90,74690,91,74626,90,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:18],4.8,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:07:19],5.0,10.0,90,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:21],5.2,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:07:22],4.7,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,89,74626,91,74626
[2025-06-29 09:07:24],4.7,10.0,91,74690,91,74626,89,74626,91,74626,90,74626,90,74626,91,74626,92,74626
[2025-06-29 09:07:25],4.7,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:07:27],4.9,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:07:29],4.9,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:07:30],5.0,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:07:32],5.2,10.0,91,74690,90,74626,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:07:34],4.7,10.0,91,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:07:35],4.8,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:07:37],5.0,10.0,91,74690,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:39],5.3,10.0,90,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:07:41],4.7,10.0,92,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:42],4.6,10.0,91,74690,90,74626,91,74626,82,74626,88,74626,88,74626,85,74626,91,74626
[2025-06-29 09:07:44],4.6,10.0,91,74690,91,74626,90,74626,91,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:07:45],4.5,10.0,90,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:07:47],4.7,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:48],4.4,10.0,91,74690,91,74626,90,74626,91,74626,92,74626,91,74626,91,74626,90,74626
[2025-06-29 09:07:50],4.5,10.0,88,74690,89,74626,90,74626,87,74626,93,74626,93,74626,95,74626,89,74626
[2025-06-29 09:07:52],4.3,10.0,91,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:07:53],4.4,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,90,74626,91,74626,91,74626
[2025-06-29 09:07:54],4.6,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:56],4.9,10.0,90,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:07:57],4.7,10.0,90,74690,91,74626,91,74626,89,74626,91,74626,91,74626,88,74626,91,74626
[2025-06-29 09:07:58],4.5,10.0,91,74690,91,74626,91,74626,91,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:00],4.4,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:01],4.4,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:08:02],4.5,10.0,91,74690,90,74626,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626
[2025-06-29 09:08:04],5.0,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:08:05],4.4,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:08:07],4.4,10.0,91,74690,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626,91,74626
[2025-06-29 09:08:08],4.6,10.0,91,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:08:09],4.7,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:08:11],4.4,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:08:12],4.8,10.0,89,74690,89,74626,89,74626,86,74626,89,74626,88,74626,89,74626,89,74626
[2025-06-29 09:08:14],4.9,10.0,91,74690,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:08:15],5.0,10.0,91,74690,91,74626,91,74626,91,74626,91,74626,90,74626,91,74626,91,74626
[2025-06-29 09:08:17],4.7,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:08:18],4.8,10.0,91,74690,91,74626,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:08:20],5.0,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:08:22],4.9,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:08:23],4.8,10.0,91,74690,90,74626,91,74626,91,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:08:24],4.8,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:26],4.8,10.0,91,74690,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:08:28],5.1,10.0,92,74690,91,74626,90,74626,91,74626,91,74626,91,74626,92,74626,92,74626
[2025-06-29 09:08:30],4.8,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:31],5.0,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:32],4.9,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:08:34],4.9,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:08:35],4.9,10.0,92,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:08:37],5.0,10.0,90,74690,91,74626,91,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:08:38],4.8,10.0,90,74690,92,74626,91,74626,91,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:40],5.4,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:41],4.7,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:43],5.1,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:08:44],4.3,10.0,91,74690,91,74626,91,74626,91,74626,90,74626,91,74626,90,74626,91,74626
[2025-06-29 09:08:46],24.0,10.0,89,74690,88,74626,89,74626,88,74626,89,74626,87,74626,89,74626,91,74626
[2025-06-29 09:08:47],4.6,10.0,90,74690,91,74626,91,74626,89,74626,91,74626,91,74626,90,74626,90,74626
[2025-06-29 09:08:48],4.6,10.0,91,74690,91,74626,91,74626,91,74626,91,74626,91,74626,90,74626,92,74626
[2025-06-29 09:08:50],4.7,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:08:51],4.6,10.0,91,74690,90,74626,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:08:52],4.6,10.0,91,74690,90,74626,91,74626,91,74626,91,74626,90,74626,91,74626,91,74626
[2025-06-29 09:08:54],4.5,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:08:55],4.6,10.0,91,74690,92,74626,91,74626,90,74626,91,74626,90,74626,89,74626,91,74626
[2025-06-29 09:08:56],4.6,10.0,90,74690,91,74626,91,74626,91,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:08:58],4.8,10.0,90,74690,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:08:59],4.5,10.0,91,74690,90,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:09:00],4.5,10.0,91,74690,90,74626,90,74626,91,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:09:02],4.5,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,91,74626,90,74626,90,74626
[2025-06-29 09:09:03],4.5,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:09:04],4.5,10.0,90,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:09:06],4.6,10.0,91,74690,92,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:09:07],4.4,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:09],4.5,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,90,74626,91,74626,91,74626
[2025-06-29 09:09:10],5.0,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:11],4.5,10.0,90,74690,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:13],4.7,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:09:14],4.9,10.0,91,74690,91,74626,91,74626,90,74626,90,74626,91,74626,91,74626,91,74626
[2025-06-29 09:09:16],4.7,10.0,92,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:09:17],4.8,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:19],5.1,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,89,74626,90,74626,90,74626
[2025-06-29 09:09:20],4.7,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:09:22],4.8,10.0,90,74690,91,74626,90,74626,89,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:23],5.2,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:24],4.8,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:26],4.8,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:27],4.6,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:29],4.9,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:30],4.9,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:32],4.6,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:33],4.7,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:34],4.6,10.0,0,74690,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626,0,74626
[2025-06-29 09:09:35],4.9,10.0,90,74690,91,74626,90,74626,89,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:09:37],4.9,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:09:38],4.7,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:09:40],5.3,10.0,91,74690,90,74626,91,74626,90,74626,91,74626,90,74626,89,74626,91,74626
[2025-06-29 09:09:41],4.6,10.0,91,74690,91,74626,91,74626,89,74626,90,74626,91,74626,90,74626,91,74626
[2025-06-29 09:09:42],4.7,10.0,78,74690,78,74626,90,74626,90,74626,91,74626,90,74626,90,74626,79,74626
[2025-06-29 09:09:44],4.6,10.0,90,74690,90,74626,91,74626,90,74626,91,74626,91,74626,90,74626,90,74626
[2025-06-29 09:09:45],4.6,10.0,90,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:46],4.6,10.0,91,74690,90,74626,90,74626,90,74626,90,74626,91,74626,91,74626,90,74626
[2025-06-29 09:09:48],4.8,10.0,90,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:09:49],4.5,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626,90,74626
[2025-06-29 09:09:50],4.5,10.0,90,74690,91,74626,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626
[2025-06-29 09:09:52],4.4,10.0,90,74690,90,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:09:53],4.8,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:54],4.6,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:09:56],4.5,10.0,91,74690,90,74626,91,74626,90,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:09:57],4.4,10.0,90,74690,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:09:59],4.4,10.0,91,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:00],4.5,10.0,91,74690,91,74626,91,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:02],4.4,10.0,91,74690,91,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:10:03],4.5,10.0,91,74690,91,74626,91,74626,91,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:10:04],5.0,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626
[2025-06-29 09:10:05],4.7,10.0,91,74690,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626,90,74626
[2025-06-29 09:10:07],4.5,10.0,91,74690,90,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:10:08],4.7,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:10],4.8,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:12],4.9,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:13],4.8,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:15],4.7,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:16],4.7,10.0,91,74690,90,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:18],5.2,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:19],4.9,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:21],5.1,10.0,91,74690,90,74626,91,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:22],4.8,10.0,91,74690,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:24],5.0,10.0,90,74690,91,74626,91,74626,91,74626,90,74626,89,74626,91,74626,90,74626
[2025-06-29 09:10:25],4.7,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:27],4.8,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:28],4.8,10.0,90,74690,91,74626,90,74626,90,74626,91,74626,91,74626,91,74626,90,74626
[2025-06-29 09:10:30],5.0,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:32],4.9,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:33],4.8,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:10:35],4.8,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:36],4.9,10.0,91,74690,90,74626,91,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:10:38],4.8,10.0,90,74690,90,74626,91,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:10:39],4.8,10.0,90,74690,91,74626,91,74626,89,74626,91,74626,90,74626,91,74626,91,74626
[2025-06-29 09:10:41],5.6,10.0,87,74690,85,74626,85,74626,86,74626,85,74626,85,74626,86,74626,85,74626
[2025-06-29 09:10:42],5.3,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:10:43],4.7,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:45],4.5,10.0,91,74690,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:46],4.4,10.0,90,74690,91,74626,91,74626,90,74626,90,74626,91,74626,91,74626,91,74626
[2025-06-29 09:10:48],20.5,10.0,90,74690,90,74626,90,74626,89,74626,89,74626,89,74626,90,74626,90,74626
[2025-06-29 09:10:49],5.4,10.0,91,74690,91,74626,91,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:10:50],4.5,10.0,91,74690,90,74626,91,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:51],4.5,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:53],4.7,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:10:54],4.5,10.0,90,74690,90,74626,89,74626,90,74626,89,74626,90,74626,91,74626,89,74626
[2025-06-29 09:10:55],4.9,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:10:57],4.8,10.0,90,74690,90,74626,91,74626,91,74626,91,74626,89,74626,89,74626,90,74626
[2025-06-29 09:10:58],4.6,10.0,90,74690,91,74626,91,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:10:59],4.5,10.0,91,74690,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:01],4.3,10.0,91,74690,90,74626,90,74626,91,74626,91,74626,90,74626,91,74626,90,74626
[2025-06-29 09:11:02],4.5,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:11:03],4.7,10.0,90,74690,91,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:05],4.8,10.0,91,74690,90,74626,91,74626,90,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:11:06],4.5,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,89,74626,90,74626,90,74626
[2025-06-29 09:11:07],4.5,10.0,90,74690,90,74626,91,74626,90,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:11:09],4.7,10.0,91,74690,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:10],4.7,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,89,74626,90,74626
[2025-06-29 09:11:12],5.0,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:11:13],5.2,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,91,74626,90,74626,90,74626
[2025-06-29 09:11:15],4.9,10.0,91,74690,91,74626,91,74626,91,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:16],4.9,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:18],4.8,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:20],4.8,10.0,91,74690,91,74626,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:22],4.8,10.0,91,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:23],4.8,10.0,90,74690,90,74626,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:24],4.8,10.0,91,74690,90,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:26],4.9,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:11:28],4.8,10.0,91,74690,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:29],4.8,10.0,90,74690,90,74626,91,74626,90,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:11:31],5.1,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:32],5.0,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:34],4.7,10.0,90,74690,90,74626,90,74626,89,74626,90,74626,90,74626,89,74626,90,74626
[2025-06-29 09:11:35],4.8,10.0,90,74690,90,74626,91,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:37],4.9,10.0,90,74690,89,74626,90,74626,90,74626,90,74626,89,74626,89,74626,91,74626
[2025-06-29 09:11:39],4.9,10.0,90,74690,90,74626,91,74626,91,74626,91,74626,91,74626,90,74626,91,74626
[2025-06-29 09:11:40],4.6,10.0,90,74690,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:42],5.1,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626,90,74626
[2025-06-29 09:11:43],4.4,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:45],4.6,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:46],4.5,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,89,74626,91,74626,90,74626
[2025-06-29 09:11:47],4.6,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:49],4.7,10.0,90,74690,90,74626,91,74626,90,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:50],4.6,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,91,74626,90,74626
[2025-06-29 09:11:51],4.7,10.0,90,74690,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:53],4.5,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:54],4.5,10.0,90,74690,90,74626,90,74626,91,74626,91,74626,90,74626,90,74626,90,74626
[2025-06-29 09:11:55],4.5,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626,91,74626
[2025-06-29 09:11:57],4.5,10.0,90,74690,90,74626,91,74626,90,74626,91,74626,91,74626,91,74626,91,74626
[2025-06-29 09:11:58],4.8,10.0,89,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:11:59],4.5,10.0,90,74690,90,74626,90,74626,90,74626,91,74626,90,74626,90,74626,91,74626
[2025-06-29 09:12:01],4.4,10.0,90,74690,90,74626,90,74626,90,74626,90,74626,90,74626,90,74626,91,74626
[2025-06-29 09:12:02],4.4,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
[2025-06-29 09:12:03],4.8,10.0,90,74690,90,74626,90,74626,91,74626,90,74626,90,74626,90,74626,90,74626
