Time,CPU(%),RAM(%),GPU0_Util(%),GPU0_Mem(MB),GPU1_Util(%),GPU1_Mem(MB),GPU2_Util(%),GPU2_Mem(MB),GPU3_Util(%),GPU3_Mem(MB),GPU4_Util(%),GPU4_Mem(MB),GPU5_Util(%),GPU5_Mem(MB),GPU6_Util(%),GPU6_Mem(MB),GPU7_Util(%),GPU7_Mem(MB)
[2025-06-27 09:16:05],4.4,11.5,85,74426,81,80596,82,80596,72,80596,80,80596,82,80596,82,80596,83,80116
[2025-06-27 09:16:09],4.7,11.5,86,74426,81,80596,83,80596,83,80596,82,80596,82,80596,82,80596,82,80116
[2025-06-27 09:16:12],4.4,11.5,85,74426,81,80596,83,80596,82,80596,83,80596,82,80596,82,80596,82,80116
[2025-06-27 09:16:16],4.7,11.5,85,74426,81,80596,81,80596,82,80596,82,80596,81,80596,82,80596,83,80116
[2025-06-27 09:16:19],4.6,11.5,85,74426,82,80596,81,80596,82,80596,82,80596,82,80596,82,80596,82,80116
[2025-06-27 09:16:23],4.4,11.5,85,74426,82,80596,81,80596,82,80596,82,80596,82,80596,82,80596,82,80116
[2025-06-27 09:16:26],4.4,11.5,85,74426,82,80596,81,80596,82,80596,83,80596,83,80596,82,80596,83,80116
[2025-06-27 09:16:30],4.5,11.5,86,74426,82,80596,81,80596,81,80596,81,80596,81,80596,82,80596,82,80116
[2025-06-27 09:16:32],4.7,11.5,80,74426,80,80596,80,80596,82,80596,82,80596,81,80596,82,80596,82,80116
[2025-06-27 09:16:37],4.5,11.5,76,74426,82,80596,81,80596,82,80596,81,80596,81,80596,82,80596,82,80116
[2025-06-27 09:16:40],5.1,11.5,86,74426,81,80596,82,80596,83,80596,83,80596,83,80596,83,80596,83,80116
[2025-06-27 09:16:44],4.6,11.5,86,74426,82,80596,82,80596,82,80596,83,80596,82,80596,83,80596,84,80116
[2025-06-27 09:16:47],4.7,11.5,87,74426,83,80596,84,80596,84,80596,84,80596,83,80596,84,80596,84,80116
[2025-06-27 09:16:51],4.4,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:16:53],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:16:56],5.5,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:16:59],0.8,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:17:02],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:17:05],1.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:17:08],2.3,11.5,88,74426,86,80596,86,80596,86,80596,87,80596,87,80596,85,80596,88,80116
[2025-06-27 09:17:12],4.4,11.5,89,74426,85,80596,86,80596,86,80596,86,80596,86,80596,86,80596,86,80116
[2025-06-27 09:17:15],4.3,11.5,88,74426,85,80596,87,80596,87,80596,85,80596,70,80596,68,80596,70,80116
[2025-06-27 09:17:18],4.6,11.5,82,74426,78,80596,79,80596,78,80596,78,80596,79,80596,79,80596,79,80116
[2025-06-27 09:17:21],4.5,11.5,83,74426,77,80596,78,80596,78,80596,79,80596,78,80596,77,80596,79,80116
[2025-06-27 09:17:24],4.6,11.5,83,74426,77,80596,78,80596,79,80596,78,80596,79,80596,79,80596,79,80116
[2025-06-27 09:17:26],4.9,11.5,83,74426,77,80596,80,80596,79,80596,78,80596,78,80596,78,80596,79,80116
[2025-06-27 09:17:29],4.8,11.5,83,74426,77,80596,79,80596,79,80596,79,80596,79,80596,79,80596,79,80116
[2025-06-27 09:17:32],4.8,11.5,82,74426,77,80596,79,80596,79,80596,79,80596,71,80596,79,80596,79,80116
[2025-06-27 09:17:35],4.7,11.5,83,74426,79,80596,79,80596,80,80596,79,80596,79,80596,78,80596,79,80116
[2025-06-27 09:17:38],5.0,11.5,83,74426,78,80596,79,80596,80,80596,80,80596,79,80596,79,80596,80,80116
[2025-06-27 09:17:41],5.2,11.5,74,74426,71,80596,76,80596,78,80596,79,80596,79,80596,79,80596,79,80116
[2025-06-27 09:17:44],4.8,11.5,82,74426,77,80596,77,80596,80,80596,75,80596,74,80596,80,80596,82,80116
[2025-06-27 09:17:47],4.8,11.5,83,74426,77,80596,79,80596,78,80596,78,80596,78,80596,77,80596,77,80116
[2025-06-27 09:17:50],4.8,11.5,83,74426,75,80596,77,80596,77,80596,79,80596,76,80596,80,80596,77,80116
[2025-06-27 09:17:54],4.6,11.5,84,74426,77,80596,78,80596,78,80596,78,80596,79,80596,79,80596,79,80116
[2025-06-27 09:17:57],4.9,11.5,82,74426,77,80596,77,80596,78,80596,79,80596,79,80596,79,80596,78,80116
[2025-06-27 09:18:01],5.1,11.5,83,74426,77,80596,79,80596,78,80596,78,80596,79,80596,80,80596,80,80116
[2025-06-27 09:18:04],4.7,11.5,73,74426,78,80596,80,80596,69,80596,79,80596,77,80596,79,80596,78,80116
[2025-06-27 09:18:08],4.7,11.5,82,74426,73,80596,79,80596,80,80596,78,80596,76,80596,79,80596,79,80116
[2025-06-27 09:18:12],4.6,11.5,83,74426,79,80596,78,80596,79,80596,79,80596,79,80596,79,80596,79,80116
[2025-06-27 09:18:15],4.8,11.5,84,74426,80,80596,80,80596,82,80596,82,80596,81,80596,82,80596,82,80116
[2025-06-27 09:18:19],5.2,11.5,86,74426,82,80596,82,80596,82,80596,81,80596,81,80596,82,80596,82,80116
[2025-06-27 09:18:22],4.5,11.5,87,74426,82,80596,84,80596,84,80596,83,80596,83,80596,84,80596,83,80116
[2025-06-27 09:18:26],4.4,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:18:28],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:18:31],5.0,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:18:35],1.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:18:38],1.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:18:41],1.0,11.5,0,74426,0,80596,0,80596,0,80596,3,80596,19,80596,0,80596,2,80116
[2025-06-27 09:18:44],5.1,11.5,88,74426,86,80596,86,80596,86,80596,85,80596,87,80596,86,80596,87,80116
[2025-06-27 09:18:47],4.7,11.5,89,74426,86,80596,86,80596,86,80596,85,80596,88,80596,86,80596,87,80116
[2025-06-27 09:18:51],4.7,11.5,88,74426,85,80596,85,80596,86,80596,86,80596,87,80596,87,80596,86,80116
[2025-06-27 09:18:55],4.4,11.5,82,74426,78,80596,78,80596,78,80596,79,80596,78,80596,79,80596,79,80116
[2025-06-27 09:18:58],4.6,11.5,83,74426,77,80596,78,80596,79,80596,78,80596,79,80596,78,80596,79,80116
[2025-06-27 09:19:02],4.6,11.5,83,74426,79,80596,76,80596,79,80596,80,80596,77,80596,80,80596,78,80116
[2025-06-27 09:19:05],4.5,11.5,83,74426,77,80596,77,80596,78,80596,78,80596,79,80596,78,80596,78,80116
[2025-06-27 09:19:09],4.6,11.5,82,74426,78,80596,77,80596,78,80596,79,80596,78,80596,79,80596,79,80116
[2025-06-27 09:19:12],4.9,11.5,82,74426,65,80596,79,80596,79,80596,71,80596,69,80596,71,80596,76,80116
[2025-06-27 09:19:15],4.7,11.5,82,74426,79,80596,78,80596,78,80596,77,80596,76,80596,76,80596,77,80116
[2025-06-27 09:19:19],4.5,11.5,82,74426,79,80596,79,80596,79,80596,78,80596,79,80596,78,80596,78,80116
[2025-06-27 09:19:22],5.0,11.5,83,74426,77,80596,79,80596,79,80596,78,80596,79,80596,78,80596,78,80116
[2025-06-27 09:19:25],4.6,11.5,82,74426,76,80596,71,80596,75,80596,73,80596,65,80596,76,80596,76,80116
[2025-06-27 09:19:29],4.5,11.5,82,74426,77,80596,76,80596,79,80596,78,80596,77,80596,77,80596,79,80116
[2025-06-27 09:19:32],4.6,11.5,83,74426,78,80596,78,80596,78,80596,78,80596,78,80596,78,80596,78,80116
[2025-06-27 09:19:35],4.7,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:19:38],4.6,11.5,83,74426,77,80596,78,80596,78,80596,79,80596,78,80596,78,80596,79,80116
[2025-06-27 09:19:42],4.7,11.5,77,74426,75,80596,76,80596,79,80596,79,80596,78,80596,78,80596,80,80116
[2025-06-27 09:19:44],5.2,11.5,80,74426,78,80596,78,80596,78,80596,77,80596,78,80596,79,80596,78,80116
[2025-06-27 09:19:48],4.6,11.5,82,74426,77,80596,77,80596,78,80596,80,80596,78,80596,79,80596,78,80116
[2025-06-27 09:19:50],4.6,11.5,83,74426,77,80596,77,80596,78,80596,78,80596,79,80596,78,80596,78,80116
[2025-06-27 09:19:54],4.7,11.5,84,74426,79,80596,79,80596,80,80596,79,80596,80,80596,79,80596,80,80116
[2025-06-27 09:19:56],5.2,11.5,85,74426,80,80596,81,80596,81,80596,83,80596,82,80596,81,80596,83,80116
[2025-06-27 09:20:00],4.8,11.5,86,74426,82,80596,83,80596,83,80596,83,80596,83,80596,83,80596,83,80116
[2025-06-27 09:20:02],4.3,11.5,87,74426,84,80596,83,80596,85,80596,84,80596,85,80596,84,80596,85,80116
[2025-06-27 09:20:05],4.4,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:07],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:09],5.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:11],1.4,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:12],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:15],1.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:18],1.3,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:20:21],3.1,11.5,80,74426,74,80596,75,80596,76,80596,73,80596,75,80596,75,80596,76,80116
[2025-06-27 09:20:25],5.1,11.5,80,74426,73,80596,76,80596,75,80596,75,80596,75,80596,74,80596,75,80116
[2025-06-27 09:20:28],4.6,11.5,81,74426,75,80596,74,80596,74,80596,75,80596,76,80596,75,80596,75,80116
[2025-06-27 09:20:31],4.7,11.5,80,74426,75,80596,75,80596,74,80596,70,80596,76,80596,76,80596,80,80116
[2025-06-27 09:20:35],4.7,11.5,80,74426,73,80596,75,80596,75,80596,75,80596,74,80596,75,80596,75,80116
[2025-06-27 09:20:38],4.9,11.5,71,74426,74,80596,74,80596,75,80596,77,80596,75,80596,76,80596,75,80116
[2025-06-27 09:20:42],4.7,11.5,79,74426,73,80596,75,80596,75,80596,75,80596,69,80596,74,80596,75,80116
[2025-06-27 09:20:45],4.5,11.5,79,74426,74,80596,75,80596,75,80596,75,80596,75,80596,75,80596,75,80116
[2025-06-27 09:20:48],4.9,11.5,80,74426,78,80596,74,80596,75,80596,77,80596,78,80596,72,80596,78,80116
[2025-06-27 09:20:52],4.8,11.5,80,74426,73,80596,75,80596,75,80596,74,80596,74,80596,75,80596,75,80116
[2025-06-27 09:20:55],4.7,11.5,74,74426,75,80596,75,80596,77,80596,75,80596,74,80596,77,80596,73,80116
[2025-06-27 09:20:59],4.6,11.5,80,74426,73,80596,75,80596,76,80596,77,80596,75,80596,75,80596,76,80116
[2025-06-27 09:21:02],4.9,11.5,83,74426,78,80596,78,80596,79,80596,79,80596,79,80596,80,80596,80,80116
[2025-06-27 09:21:06],4.6,11.5,85,74426,82,80596,82,80596,83,80596,83,80596,82,80596,83,80596,83,80116
[2025-06-27 09:21:10],4.7,11.5,86,74426,82,80596,82,80596,82,80596,82,80596,82,80596,83,80596,82,80116
[2025-06-27 09:21:13],4.5,11.5,88,74426,85,80596,86,80596,86,80596,86,80596,86,80596,87,80596,87,80116
[2025-06-27 09:21:16],23.3,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:21:18],5.3,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:21:21],0.7,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:21:24],1.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:21:27],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:21:29],1.0,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,50,80596,1,80596,46,80116
[2025-06-27 09:21:33],4.5,11.5,89,74426,85,80596,85,80596,85,80596,86,80596,86,80596,87,80596,87,80116
[2025-06-27 09:21:37],4.8,11.5,88,74426,86,80596,86,80596,85,80596,87,80596,87,80596,86,80596,87,80116
[2025-06-27 09:21:40],4.4,11.5,88,74426,85,80596,85,80596,86,80596,86,80596,86,80596,78,80596,87,80116
[2025-06-27 09:21:44],4.6,11.5,80,74426,74,80596,76,80596,76,80596,67,80596,75,80596,75,80596,76,80116
[2025-06-27 09:21:47],4.8,11.5,76,74426,75,80596,74,80596,74,80596,75,80596,75,80596,76,80596,75,80116
[2025-06-27 09:21:51],5.1,11.5,72,74426,73,80596,75,80596,76,80596,75,80596,67,80596,76,80596,74,80116
[2025-06-27 09:21:54],4.7,11.5,81,74426,74,80596,74,80596,75,80596,75,80596,75,80596,75,80596,75,80116
[2025-06-27 09:21:57],5.0,11.5,74,74426,74,80596,74,80596,77,80596,74,80596,74,80596,73,80596,74,80116
[2025-06-27 09:22:01],5.0,11.5,80,74426,74,80596,74,80596,75,80596,75,80596,75,80596,75,80596,75,80116
[2025-06-27 09:22:04],4.7,11.5,67,74426,70,80596,69,80596,72,80596,75,80596,71,80596,75,80596,76,80116
[2025-06-27 09:22:08],4.9,11.5,80,74426,73,80596,74,80596,74,80596,76,80596,74,80596,75,80596,75,80116
[2025-06-27 09:22:11],5.1,11.5,80,74426,74,80596,75,80596,75,80596,73,80596,75,80596,76,80596,75,80116
[2025-06-27 09:22:14],4.8,11.5,79,74426,73,80596,74,80596,74,80596,74,80596,75,80596,75,80596,74,80116
[2025-06-27 09:22:16],4.9,11.5,73,74426,74,80596,75,80596,77,80596,73,80596,75,80596,75,80596,76,80116
[2025-06-27 09:22:19],4.8,11.5,70,74426,75,80596,75,80596,75,80596,74,80596,73,80596,76,80596,75,80116
[2025-06-27 09:22:22],4.8,11.5,81,74426,75,80596,76,80596,77,80596,78,80596,77,80596,76,80596,78,80116
[2025-06-27 09:22:25],5.0,11.5,84,74426,79,80596,81,80596,81,80596,81,80596,80,80596,81,80596,81,80116
[2025-06-27 09:22:28],4.6,11.5,85,74426,79,80596,82,80596,82,80596,82,80596,82,80596,80,80596,83,80116
[2025-06-27 09:22:31],5.1,11.5,86,74426,83,80596,83,80596,83,80596,83,80596,83,80596,83,80596,83,80116
[2025-06-27 09:22:34],4.7,11.5,88,74426,85,80596,87,80596,86,80596,86,80596,87,80596,86,80596,86,80116
[2025-06-27 09:22:36],5.5,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:22:38],5.0,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:22:41],1.2,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:22:43],1.4,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:22:47],1.4,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:22:49],1.1,11.5,0,74426,0,80596,0,80596,0,80596,0,80596,0,80596,0,80596,0,80116
[2025-06-27 09:22:53],4.7,11.5,88,74426,86,80596,86,80596,86,80596,86,80596,87,80596,87,80596,86,80116
[2025-06-27 09:22:56],4.8,11.5,78,74426,74,80596,72,80596,71,80596,74,80596,71,80596,72,80596,73,80116
[2025-06-27 09:23:00],4.7,11.5,79,74426,67,80596,75,80596,72,80596,75,80596,65,80596,72,80596,74,80116
[2025-06-27 09:23:03],4.7,11.5,79,74426,72,80596,70,80596,72,80596,71,80596,71,80596,73,80596,71,80116
[2025-06-27 09:23:06],5.0,11.5,79,74426,70,80596,72,80596,72,80596,72,80596,73,80596,73,80596,71,80116
[2025-06-27 09:23:09],4.9,11.5,77,74426,72,80596,70,80596,70,80596,73,80596,71,80596,73,80596,70,80116
[2025-06-27 09:23:13],4.8,11.5,77,74426,72,80596,72,80596,73,80596,71,80596,68,80596,70,80596,72,80116
[2025-06-27 09:23:16],5.0,11.5,75,74426,68,80596,69,80596,69,80596,72,80596,72,80596,73,80596,71,80116
[2025-06-27 09:23:20],4.8,11.5,79,74426,66,80596,74,80596,75,80596,74,80596,75,80596,75,80596,74,80116
[2025-06-27 09:23:23],4.7,11.5,73,74426,72,80596,71,80596,72,80596,75,80596,70,80596,72,80596,71,80116
[2025-06-27 09:23:26],5.1,11.5,81,74426,74,80596,72,80596,73,80596,74,80596,73,80596,73,80596,75,80116
[2025-06-27 09:23:30],4.9,11.5,81,74426,76,80596,77,80596,77,80596,77,80596,78,80596,78,80596,78,80116
[2025-06-27 09:23:33],4.8,11.5,85,74426,80,80596,79,80596,80,80596,81,80596,81,80596,80,80596,81,80116
[2025-06-27 09:23:37],4.6,11.5,86,74426,82,80596,81,80596,83,80596,83,80596,83,80596,83,80596,83,80116
